user,churn,age,deposits,purchases_partners,purchases,cc_recommended,cc_application_begin,reward_rate,housing_O,housing_R,payment_type_Bi-Weekly,payment_type_Monthly,payment_type_Semi-Monthly,payment_type_Weekly,zodiac_sign_Aquarius,zodiac_sign_Aries,zodiac_sign_Cancer,zodiac_sign_Capricorn,zodiac_sign_Gemini,zodiac_sign_Leo,zodiac_sign_Libra,zodiac_sign_Pisces,zodiac_sign_Sagittarius,zodiac_sign_Scorpio,zodiac_sign_Taurus,zodiac_sign_Virgo
18315,0,52.0,0,37,0,99,1,0.83,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
36451,0,39.0,2,221,1,269,26,2.03,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5867,0,31.0,0,7,0,21,1,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20647,0,44.0,0,405,0,265,26,1.87,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32288,0,33.0,0,12,0,20,4,0.23,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20495,0,22.0,0,68,0,153,5,1.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36171,1,39.0,0,18,0,65,1,0.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31308,1,43.0,0,0,0,35,1,0.63,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36048,1,22.0,1,28,1,66,1,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41881,1,24.0,2,9,2,20,5,0.33,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17838,1,26.0,10,0,10,135,5,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9106,0,36.0,1,54,1,112,17,0.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1621,0,27.0,18,173,18,320,42,2.2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58996,1,22.0,0,18,0,39,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,0,33.0,5,28,5,72,3,0.37,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
33240,0,24.0,0,23,0,36,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25816,0,36.0,11,91,11,261,12,2.13,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13075,0,35.0,0,149,0,283,46,1.73,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33001,0,36.0,0,57,0,141,13,1.3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18569,0,31.0,0,0,0,194,15,2.23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42164,0,27.0,0,24,0,39,11,0.43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45543,1,33.0,0,0,0,35,5,0.97,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11741,0,27.0,0,116,0,275,3,1.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3229,0,28.0,16,101,16,240,46,1.83,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39089,1,31.0,3,37,3,46,15,0.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58243,1,37.0,1,30,1,51,3,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56350,1,37.0,0,0,0,3,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39651,0,33.0,0,0,0,20,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
65591,0,23.0,0,5,0,5,2,0.08999999999999997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40629,1,25.0,0,36,0,65,3,0.97,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10395,0,39.0,2,32,2,55,11,0.53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57115,0,32.0,0,23,0,41,12,0.37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39173,0,29.0,0,17,0,40,1,0.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21514,0,26.0,0,0,0,206,12,1.83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24872,1,39.0,0,0,0,203,7,2.07,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4182,0,22.0,24,159,24,293,14,1.97,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22951,0,32.0,0,0,0,218,32,2.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4037,1,39.0,0,0,0,163,9,1.87,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46689,0,37.0,1,54,1,95,2,1.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47891,0,40.0,10,43,10,87,2,0.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30087,0,42.0,0,0,0,190,5,2.23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42011,0,25.0,0,0,0,96,3,1.63,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26076,1,32.0,0,81,0,163,5,1.33,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28556,1,20.0,15,38,15,60,2,0.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
25870,0,30.0,0,41,0,83,14,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42874,0,26.0,2,49,2,148,1,0.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43683,1,27.0,0,3,0,67,5,1.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
54117,0,38.0,0,67,0,140,5,1.77,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5223,0,23.0,0,0,0,248,14,2.53,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29443,0,26.0,0,0,0,235,47,2.33,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25575,1,31.0,0,0,0,258,23,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27910,0,27.0,7,40,7,56,2,0.93,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8859,1,39.0,0,0,0,117,5,2.07,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
46155,1,22.0,0,12,0,30,0,0.16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11413,1,37.0,0,0,0,174,24,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35895,1,25.0,0,1,0,166,7,1.77,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20793,1,42.0,0,0,0,76,8,0.93,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
47009,0,38.0,0,0,0,57,0,0.53,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
50360,0,22.0,0,22,0,56,0,0.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49555,1,43.0,0,241,0,190,40,1.47,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22565,0,20.0,0,38,0,57,3,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5573,0,32.0,7,99,7,189,87,1.37,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
58077,0,42.0,0,87,0,89,19,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21629,1,22.0,0,0,0,30,6,0.23,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8914,0,30.0,0,188,0,178,37,1.13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58677,1,32.0,0,6,0,16,2,0.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57456,1,29.0,0,0,0,10,0,0.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
33398,0,30.0,0,24,0,61,3,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18034,0,34.0,0,0,0,218,14,2.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64502,0,30.0,0,35,0,67,1,0.43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25469,1,37.0,0,0,0,256,26,2.27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61318,1,25.0,1,3,1,5,1,0.13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18708,1,27.0,0,103,0,75,7,0.67,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
14189,0,39.0,0,197,0,299,52,1.9,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48952,0,37.0,0,90,0,207,5,2.03,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14368,0,34.0,0,0,0,304,5,2.23,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
34546,0,27.0,40,89,39,204,22,1.83,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3172,1,32.0,0,0,0,194,37,2.1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
52728,1,27.0,0,0,0,5,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12273,1,33.0,0,0,0,216,20,1.4300000000000002,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19823,1,50.0,0,58,0,64,0,0.67,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20607,0,25.0,4,32,4,47,1,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55124,1,31.0,0,20,0,50,4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56137,0,54.0,0,0,0,97,2,0.63,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41720,1,27.0,6,14,6,19,4,0.37,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22499,0,37.0,0,102,0,242,15,2.1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
36779,0,31.0,0,33,0,93,2,1.0699999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21305,0,23.0,2,128,2,150,12,1.03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
57252,1,31.0,0,0,0,25,3,0.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4880,0,33.0,57,46,55,263,25,1.93,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
16534,1,29.0,0,16,0,52,3,0.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30946,0,36.0,6,86,6,135,17,1.4300000000000002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
53715,1,34.0,3,38,3,60,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45048,1,30.0,0,18,0,20,0,0.37,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19970,0,29.0,0,56,0,216,13,2.1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10698,0,28.0,0,18,0,238,23,1.77,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43485,0,26.0,16,137,16,177,32,1.17,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27653,0,29.0,0,56,0,165,2,1.27,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7608,1,24.0,0,0,0,76,4,0.87,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
27977,0,31.0,1,5,1,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26183,0,23.0,0,14,0,31,1,0.16999999999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
22010,1,40.0,0,34,0,156,13,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36390,0,41.0,26,122,24,254,15,2.13,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45316,0,24.0,1,0,1,221,4,2.2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23942,0,26.0,0,41,0,95,2,0.6900000000000001,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32561,1,27.0,0,0,0,198,6,1.13,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8325,0,38.0,0,0,0,149,3,1.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48701,1,41.0,0,0,0,187,8,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3952,1,31.0,0,68,0,158,5,1.27,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
36147,1,41.0,2,58,2,123,14,0.5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
56809,1,26.0,0,20,0,40,1,0.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2561,1,43.0,0,0,0,222,17,2.17,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
28724,0,25.0,0,41,0,49,4,0.83,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38381,0,21.0,0,0,0,142,2,1.67,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34769,0,28.0,2,79,2,203,8,1.8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46598,0,18.0,0,139,0,211,19,1.4300000000000002,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42189,0,23.0,21,28,21,88,4,1.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42972,0,55.0,47,48,47,177,44,1.5699999999999998,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33836,1,22.0,11,25,7,47,7,0.53,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13881,0,29.0,3,27,3,294,54,1.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4048,1,30.0,0,53,0,120,8,0.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5500,0,35.0,1,39,1,54,6,0.79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
137,1,35.0,1,159,1,299,1,2.03,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46059,0,26.0,3,5,3,5,2,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36303,0,25.0,3,71,3,145,4,1.37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10006,0,26.0,10,93,10,154,24,1.13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30586,0,21.0,7,111,6,160,24,1.23,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58873,1,24.0,4,16,4,42,12,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51948,1,22.0,0,14,0,20,1,0.28,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40947,0,31.0,0,1,0,15,4,0.37,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69110,1,19.0,2,19,2,32,5,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2212,1,25.0,5,5,5,36,1,0.53,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25140,1,36.0,3,150,3,265,25,1.77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50705,0,22.0,0,3,0,0,0,0.06999999999999999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
46993,1,44.0,0,1,0,127,11,1.4300000000000002,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
21647,1,51.0,0,0,0,246,64,2.2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57356,0,21.0,0,9,0,6,1,0.16999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53200,0,34.0,4,134,4,226,17,1.73,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50939,1,27.0,0,0,0,68,4,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40182,0,35.0,2,74,1,155,6,1.17,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33205,1,23.0,21,12,6,20,2,0.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45537,1,25.0,0,0,0,150,19,1.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27471,0,29.0,0,0,0,46,3,1.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35576,0,25.0,0,58,0,120,11,1.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53747,0,30.0,0,7,0,13,3,0.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
66411,0,24.0,0,0,0,31,2,0.8,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
63981,1,27.0,0,21,0,43,3,0.27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13498,1,24.0,0,0,0,84,11,1.17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12086,0,32.0,4,13,4,17,6,0.33,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26927,1,23.0,1,22,1,46,20,0.63,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57966,1,41.0,0,0,0,7,1,0.16999999999999998,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42281,0,24.0,3,8,3,5,0,0.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57702,1,31.0,4,6,4,24,0,0.43,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47699,0,37.0,3,153,3,194,19,1.83,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62752,0,28.0,0,22,0,36,4,0.46,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47645,0,23.0,0,32,0,81,3,0.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4739,1,27.0,0,9,0,211,32,1.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
53665,1,40.0,0,0,0,186,21,1.97,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64841,1,34.0,0,17,0,25,4,0.47,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15221,0,27.0,11,21,11,35,2,0.77,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40654,1,29.0,0,64,0,201,16,1.67,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24458,0,49.0,0,0,0,153,1,1.5699999999999998,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23137,0,24.0,2,169,2,250,30,1.77,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30744,1,22.0,0,62,0,112,7,1.13,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33126,1,31.0,4,95,4,161,34,1.77,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7027,1,36.0,0,0,0,79,15,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17020,1,38.0,0,107,0,284,33,1.53,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
51779,1,29.0,0,0,0,55,2,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19186,0,41.0,0,96,0,293,2,2.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
112,0,35.0,13,113,13,264,30,2.27,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
14210,1,31.0,0,65,0,124,11,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20993,0,35.0,49,121,49,271,23,2.2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21183,1,30.0,2,102,2,110,3,1.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3831,1,29.0,0,0,0,181,23,1.83,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
46984,1,39.0,0,0,0,1,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62514,1,31.0,0,11,0,6,0,2.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
27427,1,21.0,14,37,14,55,6,0.33,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1683,0,44.0,0,0,0,119,8,1.0699999999999998,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2752,0,41.0,0,67,0,185,1,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35922,0,36.0,0,58,0,136,4,1.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15260,0,68.0,0,0,0,102,20,1.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3209,1,26.0,13,64,12,220,23,1.33,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14891,1,25.0,0,0,0,13,2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25971,0,28.0,19,169,19,274,19,2.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12154,0,23.0,5,63,5,170,9,1.53,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25365,1,21.0,0,10,0,10,1,0.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5343,1,22.0,8,21,8,106,3,1.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17259,1,32.0,0,105,0,114,23,0.5700000000000001,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
39568,1,66.0,1,76,1,158,4,0.93,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43874,0,21.0,0,0,0,19,5,0.73,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11990,1,35.0,0,0,0,186,4,2.03,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2332,0,53.0,47,71,46,236,28,1.77,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18286,0,21.0,1,3,1,3,0,0.03,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52649,0,28.0,2,50,2,66,9,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
42429,1,30.0,0,0,0,157,1,1.87,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23360,1,37.0,0,3,0,26,1,0.33,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45190,0,34.0,52,213,52,281,57,2.23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44494,0,36.0,0,37,0,40,3,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4791,1,26.0,0,0,0,43,6,1.4300000000000002,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7528,0,25.0,1,32,1,44,2,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14363,0,21.0,4,60,4,149,13,0.83,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3483,1,26.0,0,20,0,28,1,0.33,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10873,0,32.0,0,167,0,285,19,2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24109,1,19.0,0,15,0,67,5,0.73,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
976,0,28.0,6,70,6,197,15,1.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64002,0,48.0,0,8,0,0,0,0.16999999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11261,0,45.0,0,1,0,2,0,0.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38172,1,47.0,0,5,0,5,0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6777,0,31.0,0,126,0,187,41,1.83,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
23282,0,24.0,0,95,0,225,19,2.07,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
45585,1,26.0,0,1,0,48,4,0.53,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48905,0,30.0,9,60,8,296,94,2.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2891,0,19.0,0,21,0,56,1,0.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33455,0,26.0,2,17,2,204,5,1.83,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1569,1,22.0,1,4,1,69,7,0.67,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
30163,0,29.0,0,0,0,272,51,2.27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46805,1,27.0,0,0,0,36,11,0.5700000000000001,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58368,0,46.0,0,4,0,6,2,0.1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6612,1,23.0,10,43,10,211,25,1.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45490,0,22.0,0,59,0,162,6,1.4300000000000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42260,1,29.0,0,107,0,195,14,1.5699999999999998,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15243,0,30.0,0,12,0,20,2,0.27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5368,0,38.0,0,44,0,101,0,0.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40587,1,36.0,0,22,0,52,10,0.5700000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24369,0,32.0,0,60,0,139,2,1.13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4253,1,38.0,48,73,47,239,36,1.13,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52205,0,59.0,2,5,2,3,1,0.13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45490,0,24.0,0,59,0,162,6,1.4300000000000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4277,1,21.0,0,0,0,33,3,0.77,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8186,0,32.0,4,130,4,224,29,1.47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57036,0,21.0,0,33,0,71,1,0.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
